duration,src_bytes,dst_bytes,count,protocol_type,service,flag,label,attack_type
803,134625,943158,26,tcp,ftp,S0,0,normal
193,4717577,101486,17,tcp,http,S0,1,r2l
148,7933949,369010,10,udp,http,REJ,1,dos
533,75112,810289,23,udp,ssh,REJ,0,normal
545,424807,62966,15,udp,smtp,SF,0,normal
568,7854623,846114,27,udp,smtp,RSTO,1,r2l
706,779132,359655,28,udp,ftp,SF,0,normal
346,37623,911031,15,udp,ftp,RSTO,0,normal
896,8613817,984681,41,icmp,smtp,RSTO,1,probe
660,78937,340705,2,udp,smtp,S0,0,normal
543,802440,570240,38,icmp,smtp,S0,1,probe
915,868033,79504,25,tcp,smtp,S0,0,normal
990,440084,564126,27,tcp,ssh,SF,0,normal
122,843497,764517,1,icmp,smtp,S0,0,normal
792,871376,409326,28,udp,http,SF,0,normal
295,513364,193587,11,udp,smtp,SF,0,normal
507,648466,795379,9,udp,http,S0,0,normal
30,51265,532873,11,tcp,http,REJ,0,normal
581,705800,256101,38,icmp,smtp,RSTO,0,normal
170,920724,827288,24,udp,ssh,REJ,0,normal
37,531898,449196,46,icmp,ssh,RSTO,0,normal
976,167361,711058,47,icmp,http,S0,0,normal
548,4837453,914387,42,udp,smtp,S0,1,probe
223,802036,183745,11,icmp,http,SF,0,normal
813,746258,51946,28,icmp,ftp,RSTO,0,normal
341,873397,317574,24,tcp,http,SF,0,normal
641,5075121,563663,18,tcp,ssh,RSTO,1,r2l
773,158768,990588,3,udp,ssh,S0,0,normal
27,710304,277637,31,icmp,ftp,SF,0,normal
909,184101,85503,44,icmp,ssh,REJ,0,normal
339,172635,877146,7,udp,ssh,SF,0,normal
159,4696630,994051,36,icmp,ssh,SF,1,probe
485,2960660,20678,45,tcp,ftp,S0,1,probe
233,752357,959761,43,tcp,ftp,SF,0,normal
933,991387,521466,40,udp,ftp,REJ,0,normal
756,886043,571294,15,icmp,http,REJ,0,normal
794,5163845,328299,37,udp,smtp,REJ,1,r2l
102,482111,351057,1,tcp,smtp,RSTO,0,normal
604,9545792,137172,25,icmp,ftp,REJ,1,dos
727,926738,786687,1,udp,smtp,S0,0,normal
534,275310,813987,17,icmp,http,SF,0,normal
946,5314723,270984,39,tcp,ftp,SF,1,dos
868,846199,136720,41,udp,ftp,S0,0,normal
88,4170875,866413,4,icmp,http,REJ,1,dos
664,6156834,647195,10,icmp,http,S0,1,r2l
560,605946,720771,34,icmp,ssh,RSTO,0,normal
527,708144,80234,7,icmp,ftp,REJ,0,normal
677,641832,487247,11,tcp,ssh,REJ,0,normal
410,6220304,421487,23,icmp,http,SF,1,dos
403,823140,831947,48,tcp,ftp,S0,0,normal
32,253829,514884,12,udp,http,S0,0,normal
421,9840041,512845,45,icmp,ssh,SF,1,dos
850,171508,634812,47,tcp,ftp,S0,0,normal
202,4090812,501118,31,icmp,smtp,SF,1,probe
784,622538,984631,22,icmp,http,REJ,0,normal
956,501076,706885,45,udp,http,S0,0,normal
901,4764961,238831,25,udp,smtp,S0,1,probe
265,578590,818042,40,udp,smtp,SF,0,normal
634,105714,327813,7,udp,smtp,SF,0,normal
497,7786188,108091,9,udp,ftp,REJ,1,probe
411,866641,348920,1,icmp,smtp,S0,0,normal
925,739097,652968,13,icmp,ftp,SF,1,r2l
543,373306,163899,25,udp,ftp,S0,0,normal
382,768273,600865,43,tcp,ftp,SF,0,normal
158,552309,406189,26,tcp,smtp,S0,0,normal
5,769802,614731,40,udp,http,S0,0,normal
780,943710,365374,34,tcp,ftp,SF,1,r2l
205,742045,211223,30,udp,ftp,RSTO,0,normal
158,773732,933896,12,tcp,smtp,REJ,0,normal
688,360763,877248,39,udp,ssh,RSTO,0,normal
599,9524029,912914,46,tcp,smtp,SF,1,probe
255,234136,658450,5,udp,smtp,RSTO,0,normal
755,979739,315831,18,icmp,ftp,SF,0,normal
115,150017,635617,47,tcp,http,REJ,0,normal
113,8356771,810907,9,tcp,ssh,S0,1,probe
334,917902,899784,43,udp,smtp,SF,0,normal
185,384683,896411,44,icmp,smtp,S0,0,normal
592,917725,483062,47,udp,ftp,RSTO,1,dos
265,788059,25135,17,tcp,http,S0,0,normal
722,2059015,511496,44,tcp,ftp,RSTO,1,probe
158,21907,309605,18,tcp,ssh,SF,0,normal
755,8812032,571846,46,tcp,ftp,REJ,1,dos
574,343040,978004,29,udp,ssh,S0,0,normal
574,837326,782642,17,tcp,smtp,S0,0,normal
700,676044,95350,24,udp,ftp,RSTO,0,normal
568,936370,91794,19,tcp,ssh,REJ,0,normal
728,507706,549470,22,tcp,smtp,S0,0,normal
309,950172,119581,18,udp,ftp,RSTO,0,normal
936,7729,614225,39,udp,smtp,REJ,0,normal
377,224301,198275,41,icmp,ftp,REJ,0,normal
61,867111,704899,44,icmp,ssh,REJ,0,normal
870,798978,888528,9,udp,smtp,S0,0,normal
717,648620,548846,43,udp,ssh,RSTO,0,normal
225,863116,538168,34,tcp,smtp,RSTO,0,normal
758,1920363,640344,21,udp,http,SF,1,r2l
627,342993,791163,17,icmp,http,SF,0,normal
835,833107,287363,40,udp,ssh,SF,0,normal
251,308063,392400,33,tcp,ssh,S0,0,normal
218,56742,451575,25,icmp,http,RSTO,0,normal
103,3469117,18189,39,tcp,ssh,SF,1,probe
362,3702108,206430,4,tcp,ssh,REJ,1,dos
849,1845272,345850,21,udp,ftp,RSTO,1,probe
234,419809,254895,25,icmp,smtp,SF,0,normal
989,1825604,508740,34,udp,ftp,SF,1,dos
669,452763,793477,46,icmp,smtp,REJ,0,normal
576,1895901,695233,39,icmp,smtp,REJ,1,probe
3,914316,63277,32,tcp,ftp,SF,0,normal
223,4055728,705281,33,icmp,smtp,S0,1,dos
770,7248387,725481,36,icmp,smtp,SF,1,r2l
65,505850,414690,42,udp,ftp,S0,0,normal
753,74035,239045,32,udp,ftp,S0,0,normal
84,815893,458948,23,icmp,http,RSTO,0,normal
833,551459,926728,11,tcp,ftp,S0,0,normal
672,776201,798659,37,icmp,smtp,S0,0,normal
363,898973,281628,7,icmp,ssh,RSTO,0,normal
154,6578809,740106,33,tcp,smtp,REJ,1,r2l
279,7739960,147811,14,tcp,http,S0,1,r2l
224,6655496,331526,14,udp,smtp,REJ,1,dos
180,846326,850190,29,udp,ssh,REJ,1,dos
446,223197,196080,21,tcp,ssh,SF,0,normal
109,567606,424654,11,udp,http,RSTO,0,normal
722,513389,881842,26,tcp,ftp,SF,0,normal
692,45317,849921,38,udp,ftp,REJ,0,normal
711,243747,676224,23,udp,http,S0,0,normal
499,227014,315451,29,udp,ssh,SF,0,normal
653,382236,832862,35,udp,http,REJ,0,normal
401,749651,976594,32,udp,ftp,SF,0,normal
432,6794792,324592,15,tcp,ftp,S0,1,probe
853,359632,359456,26,udp,ssh,REJ,0,normal
640,618010,22811,21,icmp,ssh,RSTO,0,normal
206,9730014,326040,42,udp,http,REJ,1,r2l
415,238297,483853,49,icmp,ftp,SF,0,normal
196,330682,312162,4,tcp,http,SF,0,normal
855,742695,132891,35,tcp,smtp,S0,0,normal
865,368595,599362,25,tcp,ftp,S0,0,normal
259,309648,182064,33,tcp,ftp,S0,0,normal
746,705863,500224,11,tcp,ssh,SF,0,normal
126,86331,417123,46,udp,ftp,SF,0,normal
224,610191,354639,22,tcp,ftp,REJ,0,normal
160,307586,773086,42,icmp,http,REJ,0,normal
711,443650,771890,36,tcp,http,S0,1,probe
825,896164,431877,49,udp,ftp,SF,0,normal
64,47096,747650,6,udp,ssh,SF,0,normal
324,535764,836503,13,tcp,ssh,S0,0,normal
827,777096,390234,30,icmp,ftp,S0,0,normal
406,442563,467222,24,tcp,ssh,SF,0,normal
340,871733,699552,20,udp,http,S0,0,normal
240,786948,704724,35,udp,smtp,RSTO,0,normal
181,8797213,216781,8,udp,ftp,S0,1,r2l
955,940998,480883,20,icmp,ssh,RSTO,0,normal
141,4604658,987068,27,tcp,ftp,SF,1,r2l
663,320810,877321,33,tcp,smtp,REJ,0,normal
356,1163470,350558,1,udp,http,RSTO,1,r2l
322,8655505,668664,30,icmp,ftp,S0,1,probe
997,647743,999610,38,udp,smtp,RSTO,0,normal
78,596578,912767,17,tcp,http,S0,0,normal
536,228174,312553,41,tcp,http,S0,0,normal
408,812850,440227,11,icmp,ssh,REJ,0,normal
569,389138,50591,34,icmp,ftp,REJ,0,normal
72,214630,459907,30,icmp,smtp,REJ,0,normal
477,925076,607380,49,icmp,smtp,RSTO,0,normal
827,213856,936214,0,udp,smtp,S0,0,normal
727,725652,77153,31,udp,http,RSTO,0,normal
282,271028,814052,28,udp,http,REJ,0,normal
545,443361,684137,39,udp,ssh,RSTO,0,normal
820,650626,162288,21,tcp,http,RSTO,0,normal
368,41156,938676,45,icmp,http,SF,0,normal
41,202831,908930,16,icmp,http,SF,0,normal
961,657651,323558,39,tcp,ftp,RSTO,0,normal
481,9120457,84940,11,icmp,ssh,SF,1,probe
858,329240,61532,33,icmp,ssh,SF,0,normal
829,627522,995119,49,tcp,ssh,SF,0,normal
967,699999,509818,2,tcp,smtp,SF,0,normal
795,285345,816712,32,tcp,ftp,S0,0,normal
502,859289,590530,41,icmp,ssh,RSTO,0,normal
839,819372,773705,17,tcp,smtp,S0,0,normal
170,227786,247368,13,icmp,smtp,RSTO,0,normal
196,360923,835915,23,tcp,http,REJ,0,normal
450,31392,213407,39,udp,ssh,REJ,0,normal
807,452858,883540,36,icmp,ftp,SF,0,normal
650,645416,483219,45,udp,http,RSTO,0,normal
29,870810,824615,14,tcp,ssh,RSTO,0,normal
18,560113,278646,22,udp,http,REJ,0,normal
394,9294015,534867,46,tcp,http,SF,1,r2l
739,828192,589009,7,tcp,smtp,REJ,0,normal
7,9919510,548958,36,udp,ftp,S0,1,probe
963,567491,688979,31,icmp,ftp,SF,0,normal
824,267817,807122,4,udp,ftp,S0,0,normal
739,446067,276568,28,udp,ftp,SF,0,normal
762,836934,808792,41,udp,http,RSTO,0,normal
916,654979,566628,46,icmp,smtp,S0,0,normal
741,369225,565342,9,udp,smtp,RSTO,0,normal
342,890854,260577,23,icmp,http,RSTO,0,normal
323,3850283,401892,30,udp,ssh,S0,1,dos
246,655387,63591,48,icmp,http,S0,0,normal
794,9098440,826651,11,icmp,smtp,SF,1,probe
555,73871,912760,7,tcp,ftp,SF,0,normal
323,413718,872914,44,tcp,smtp,REJ,0,normal
440,828581,986863,23,icmp,ssh,RSTO,0,normal
668,5454097,333847,40,icmp,ftp,REJ,1,probe
646,425551,801260,25,tcp,http,S0,0,normal
884,875685,56721,17,udp,ssh,REJ,0,normal
49,759601,481917,17,udp,ssh,RSTO,0,normal
969,742982,119220,37,udp,ftp,SF,0,normal
365,354811,617514,22,udp,ftp,RSTO,0,normal
718,455852,113607,10,icmp,ftp,SF,0,normal
760,449242,597638,48,udp,http,SF,0,normal
755,76727,340836,30,tcp,ftp,SF,0,normal
495,387974,645787,34,icmp,ftp,SF,0,normal
785,773619,83604,37,tcp,ftp,S0,0,normal
220,213555,630506,37,icmp,smtp,RSTO,0,normal
184,271614,937651,33,icmp,ssh,REJ,0,normal
869,9982950,732315,32,icmp,http,REJ,1,probe
997,9738272,609543,2,icmp,ssh,S0,1,dos
450,959245,60101,21,icmp,http,S0,0,normal
845,915597,79804,38,icmp,ftp,REJ,0,normal
228,562680,169239,17,tcp,ssh,S0,0,normal
490,3825871,493414,33,tcp,http,RSTO,1,r2l
947,84488,119250,17,udp,smtp,SF,0,normal
900,721888,424226,35,udp,http,SF,0,normal
735,20539,96069,37,icmp,smtp,S0,0,normal
990,1334568,539609,2,tcp,http,REJ,1,r2l
164,746992,806840,25,udp,smtp,S0,0,normal
291,785604,907090,22,udp,http,REJ,0,normal
533,996370,415229,33,icmp,ftp,S0,0,normal
668,256968,811614,37,icmp,ftp,REJ,0,normal
946,75300,529326,8,udp,ftp,SF,0,normal
701,734182,526404,18,udp,smtp,REJ,0,normal
655,693292,795515,47,udp,http,RSTO,0,normal
469,700397,43589,24,udp,smtp,RSTO,0,normal
581,9262413,116366,48,tcp,ftp,SF,1,probe
77,648103,655960,32,udp,ssh,RSTO,0,normal
971,106752,935443,14,icmp,smtp,RSTO,0,normal
572,793850,744148,35,udp,ssh,REJ,0,normal
392,7769063,796210,44,tcp,ssh,REJ,1,r2l
564,806043,816075,42,udp,http,RSTO,0,normal
554,419742,772562,29,tcp,ftp,REJ,0,normal
150,247722,776708,10,tcp,ftp,SF,0,normal
516,492496,272818,41,tcp,smtp,RSTO,0,normal
407,330446,348348,13,tcp,smtp,REJ,0,normal
165,2031335,157241,41,udp,http,RSTO,1,probe
530,751430,519025,29,tcp,smtp,REJ,0,normal
722,9169589,679645,8,udp,smtp,S0,1,r2l
10,870894,951361,32,udp,ssh,S0,0,normal
284,865663,625295,2,tcp,smtp,RSTO,0,normal
991,851351,998140,1,udp,smtp,S0,0,normal
59,655569,856517,24,icmp,http,SF,0,normal
742,177621,952328,47,udp,smtp,S0,0,normal
671,2621147,998689,4,icmp,smtp,REJ,1,dos
169,2239258,160889,34,udp,http,S0,1,r2l
805,393837,243453,47,icmp,ssh,S0,0,normal
228,8814251,341591,41,icmp,smtp,S0,1,r2l
191,114365,751770,19,udp,ftp,REJ,0,normal
919,882948,932672,12,tcp,smtp,SF,0,normal
741,67417,808571,8,icmp,http,RSTO,0,normal
306,407274,467745,28,tcp,smtp,RSTO,0,normal
606,200823,824208,36,icmp,smtp,SF,0,normal
32,825148,743922,46,tcp,ftp,S0,0,normal
515,782528,145103,40,tcp,http,RSTO,0,normal
618,254658,43186,27,icmp,smtp,RSTO,0,normal
639,384641,183270,38,tcp,ssh,SF,0,normal
717,77926,626231,16,udp,ftp,RSTO,0,normal
480,255175,572428,43,icmp,http,SF,0,normal
587,962302,803411,14,tcp,ssh,SF,0,normal
409,7255753,512115,45,icmp,smtp,REJ,1,probe
987,7847675,98638,32,udp,smtp,SF,1,r2l
552,421014,407858,27,icmp,smtp,REJ,0,normal
177,790213,944559,27,icmp,ssh,REJ,0,normal
287,9602260,418345,34,udp,ssh,RSTO,1,probe
702,180689,744506,27,tcp,http,S0,0,normal
872,20307,597085,36,udp,ssh,REJ,0,normal
285,423086,778349,44,tcp,http,RSTO,0,normal
873,368632,149818,48,tcp,smtp,REJ,0,normal
791,121731,110864,6,icmp,ftp,RSTO,0,normal
654,294855,908055,23,icmp,ftp,RSTO,0,normal
555,125684,860908,24,tcp,http,REJ,0,normal
79,503051,310020,22,tcp,ssh,RSTO,0,normal
302,668147,141972,1,udp,http,S0,0,normal
110,6180130,467254,47,tcp,ftp,RSTO,1,probe
694,557574,285665,23,udp,smtp,REJ,0,normal
297,851187,138822,14,icmp,smtp,REJ,0,normal
634,669139,336017,3,icmp,http,SF,0,normal
111,2301179,846194,36,udp,ssh,REJ,1,dos
59,65554,280608,22,icmp,http,REJ,0,normal
814,283392,759886,5,tcp,http,REJ,0,normal
365,993028,924417,48,icmp,ssh,SF,0,normal
278,175531,400252,33,tcp,smtp,SF,0,normal
755,904998,265446,44,udp,smtp,SF,0,normal
848,139449,795382,27,icmp,ftp,SF,0,normal
550,466879,520710,13,icmp,ssh,REJ,0,normal
974,966389,451756,14,icmp,ssh,S0,0,normal
304,71725,258678,10,udp,http,REJ,0,normal
137,404883,260572,32,udp,http,SF,0,normal
522,8609486,265444,48,udp,ssh,RSTO,1,r2l
395,5411154,471052,24,udp,smtp,REJ,1,probe
650,166345,548872,16,icmp,ssh,RSTO,0,normal
419,733560,300095,17,icmp,smtp,S0,0,normal
457,682245,95333,41,udp,smtp,RSTO,0,normal
652,120256,455315,25,tcp,ftp,SF,0,normal
489,3636255,25021,18,icmp,smtp,SF,1,dos
28,775548,388715,47,udp,http,REJ,0,normal
212,434019,479285,21,udp,smtp,SF,0,normal
219,222894,987430,24,icmp,ftp,SF,0,normal
801,648963,135668,10,udp,smtp,RSTO,0,normal
730,235552,124030,2,udp,ftp,REJ,0,normal
949,752812,659230,18,icmp,http,RSTO,0,normal
151,525497,132713,5,icmp,ssh,S0,0,normal
874,100920,92615,0,tcp,smtp,S0,0,normal
284,230391,815394,28,udp,ftp,REJ,0,normal
956,591350,683748,20,tcp,smtp,SF,0,normal
616,443660,739520,29,icmp,http,S0,0,normal
54,841423,525841,44,tcp,smtp,SF,0,normal
33,9104137,470020,8,icmp,ssh,SF,1,dos
933,786410,608778,1,udp,http,SF,0,normal
293,998286,992311,18,icmp,smtp,REJ,0,normal
681,822348,605018,37,udp,http,RSTO,0,normal
921,480482,822795,36,icmp,http,REJ,0,normal
561,8663765,294020,17,icmp,smtp,SF,1,dos
402,721572,884973,49,icmp,ftp,SF,0,normal
914,589019,482381,46,tcp,ftp,RSTO,0,normal
88,9061369,867512,38,tcp,http,S0,1,probe
360,477858,17469,2,tcp,ftp,REJ,0,normal
131,1148647,408852,40,tcp,smtp,S0,1,probe
791,590338,847845,10,udp,ssh,RSTO,0,normal
387,538647,652123,20,icmp,ssh,S0,0,normal
415,328691,540561,41,udp,ssh,REJ,0,normal
804,532447,666640,48,udp,ftp,REJ,0,normal
437,2593321,384816,1,udp,ssh,REJ,1,r2l
251,231832,202785,2,icmp,http,SF,0,normal
885,889768,797724,24,udp,ssh,SF,0,normal
168,578664,755587,27,udp,smtp,S0,0,normal
931,787837,702603,19,icmp,http,S0,0,normal
666,750502,175096,21,udp,smtp,RSTO,0,normal
10,4770529,391925,31,udp,http,SF,1,r2l
957,59686,290436,11,tcp,http,S0,0,normal
757,949868,819118,21,tcp,ftp,SF,0,normal
817,475679,189229,5,icmp,smtp,S0,0,normal
590,985810,768973,26,udp,http,SF,0,normal
593,728934,914567,45,tcp,ftp,RSTO,0,normal
378,167616,289276,39,udp,http,RSTO,0,normal
614,722671,906117,45,udp,http,SF,0,normal
172,422119,3287,35,icmp,smtp,S0,1,probe
619,636483,280101,9,udp,ftp,RSTO,0,normal
760,810214,105234,15,tcp,http,REJ,0,normal
989,879396,34637,46,udp,ssh,S0,1,r2l
970,957143,206770,26,icmp,http,SF,0,normal
146,773228,729047,45,udp,http,S0,0,normal
740,102525,660500,12,udp,http,RSTO,0,normal
229,9212724,731142,30,icmp,smtp,RSTO,1,r2l
616,127185,262623,6,icmp,ftp,SF,0,normal
145,678195,812432,7,tcp,ssh,RSTO,0,normal
621,19555,513208,0,udp,smtp,S0,0,normal
908,288008,695519,23,tcp,ssh,S0,0,normal
154,51892,661801,34,tcp,http,RSTO,0,normal
788,534850,351519,11,icmp,http,REJ,0,normal
333,831803,446835,31,icmp,ssh,REJ,0,normal
105,402303,321516,43,udp,http,SF,0,normal
106,4091468,120204,27,tcp,ftp,SF,1,dos
797,131210,206421,8,icmp,smtp,SF,0,normal
113,6529770,134527,19,tcp,http,RSTO,1,probe
331,757487,281341,27,udp,ssh,RSTO,0,normal
992,904449,889591,11,icmp,http,RSTO,0,normal
567,1013470,102812,9,icmp,http,S0,1,probe
774,819752,970554,6,udp,http,REJ,0,normal
226,679099,110625,4,icmp,ssh,S0,0,normal
814,5067369,784917,11,udp,ftp,RSTO,1,dos
226,1446,191863,5,tcp,ftp,SF,0,normal
240,96015,60182,31,udp,http,S0,0,normal
908,127453,958880,9,udp,http,S0,0,normal
696,656435,702861,43,tcp,ftp,SF,0,normal
193,626954,476090,11,udp,ftp,SF,0,normal
385,994181,865833,11,udp,ftp,S0,0,normal
306,757856,876083,14,icmp,ssh,REJ,0,normal
434,51566,341246,35,tcp,ssh,S0,0,normal
391,684608,96082,42,tcp,smtp,SF,0,normal
764,6213481,758510,29,tcp,http,REJ,1,r2l
464,120833,400434,21,udp,smtp,S0,0,normal
1,127312,637819,45,udp,ssh,REJ,0,normal
946,946668,720812,28,tcp,ftp,RSTO,0,normal
864,601473,948276,44,icmp,http,SF,0,normal
403,312069,171042,37,icmp,ssh,S0,0,normal
904,8308401,114670,12,udp,ssh,REJ,1,r2l
280,3783150,615702,25,udp,http,S0,1,probe
638,179428,601783,14,icmp,http,REJ,0,normal
570,6092051,965362,33,tcp,smtp,SF,1,dos
514,496627,601923,9,udp,http,S0,0,normal
743,987639,347894,0,udp,ftp,SF,0,normal
587,496786,352072,18,udp,ftp,RSTO,0,normal
650,873429,749597,27,icmp,http,REJ,0,normal
930,39548,810563,21,udp,http,S0,0,normal
332,397706,915698,41,udp,smtp,SF,0,normal
373,362470,546845,42,udp,smtp,SF,0,normal
670,232800,938860,25,udp,ftp,RSTO,0,normal
314,995522,275431,41,udp,ftp,S0,0,normal
517,325135,160804,16,icmp,http,RSTO,0,normal
516,695013,378855,9,icmp,ftp,RSTO,0,normal
540,415309,677926,23,udp,smtp,RSTO,0,normal
134,101991,153336,9,tcp,smtp,S0,0,normal
58,433612,539377,22,icmp,http,REJ,0,normal
202,701083,366290,47,icmp,ssh,S0,0,normal
457,937800,972472,27,tcp,smtp,REJ,0,normal
106,550889,769317,1,udp,ssh,RSTO,0,normal
227,801247,368756,20,icmp,http,REJ,0,normal
151,87999,922774,27,udp,smtp,REJ,0,normal
621,836138,705977,9,udp,ssh,SF,0,normal
104,362905,992855,41,tcp,ssh,SF,0,normal
61,622846,421,5,tcp,smtp,SF,0,normal
269,4580260,169292,36,icmp,http,S0,1,dos
276,327331,340040,25,udp,ftp,SF,0,normal
548,820844,180560,33,udp,http,RSTO,0,normal
22,92400,323769,19,tcp,smtp,REJ,0,normal
295,7139164,47349,1,udp,ssh,S0,1,probe
258,623095,139029,9,udp,http,REJ,0,normal
166,188166,181907,22,tcp,http,S0,0,normal
916,660897,48699,20,icmp,http,REJ,1,dos
724,91845,475647,23,icmp,ssh,SF,0,normal
288,582331,770097,16,tcp,ssh,REJ,0,normal
719,642359,896130,34,tcp,ssh,SF,0,normal
150,164111,670464,25,udp,ftp,REJ,0,normal
837,846747,655706,1,udp,smtp,SF,0,normal
706,911916,825067,1,udp,http,S0,0,normal
231,7659458,826308,2,tcp,ftp,S0,1,probe
260,834578,526957,2,tcp,http,RSTO,0,normal
389,313660,264761,5,icmp,http,S0,0,normal
785,222283,154334,30,tcp,http,SF,0,normal
642,8553610,357952,42,icmp,http,RSTO,1,probe
685,809414,547779,44,tcp,ftp,RSTO,0,normal
245,811028,884467,13,icmp,smtp,RSTO,0,normal
635,444802,716414,15,tcp,ssh,REJ,0,normal
175,347873,451590,35,icmp,http,SF,0,normal
493,891768,764409,11,udp,ssh,REJ,0,normal
743,484320,332090,7,icmp,ssh,SF,0,normal
4,955910,218529,28,udp,ftp,REJ,0,normal
803,489853,518368,33,udp,http,REJ,0,normal
150,83314,969819,26,tcp,http,SF,0,normal
530,879745,296331,6,icmp,ftp,S0,0,normal
364,462918,107425,41,udp,ftp,REJ,0,normal
851,512941,935288,30,icmp,ftp,REJ,0,normal
765,5892193,820359,1,icmp,ssh,REJ,1,probe
466,754909,778692,46,udp,ftp,RSTO,0,normal
376,8061740,701519,14,udp,ssh,SF,1,probe
657,897781,652637,30,icmp,smtp,RSTO,0,normal
879,821154,924954,5,icmp,ftp,SF,0,normal
12,396304,69389,20,udp,smtp,SF,0,normal
743,645567,421579,28,icmp,ssh,RSTO,0,normal
784,899910,282425,15,icmp,ftp,S0,0,normal
687,765140,794362,35,tcp,ssh,REJ,0,normal
482,416918,311722,5,tcp,ftp,RSTO,0,normal
218,693123,740569,5,tcp,ssh,REJ,0,normal
674,628346,214377,22,icmp,ftp,REJ,0,normal
919,1204811,758628,45,udp,ssh,SF,1,r2l
162,920768,760046,34,icmp,ftp,S0,0,normal
42,339611,219167,35,icmp,ssh,S0,0,normal
943,492900,872362,41,tcp,smtp,S0,0,normal
161,744724,495924,5,tcp,ftp,SF,0,normal
231,7819933,728696,13,udp,smtp,RSTO,1,probe
775,797095,916729,32,icmp,ssh,RSTO,0,normal
781,920470,475838,2,udp,http,SF,0,normal
253,777455,402908,25,tcp,ssh,SF,0,normal
134,824423,409733,13,udp,http,S0,0,normal
507,374018,314143,49,udp,http,S0,0,normal
201,220618,490181,49,tcp,smtp,RSTO,0,normal
494,971449,118999,34,udp,ftp,SF,0,normal
387,787979,459285,46,tcp,ftp,S0,0,normal
22,2937838,819567,38,udp,smtp,SF,1,probe
542,193342,895409,48,udp,http,SF,0,normal
744,284772,125222,32,tcp,ftp,S0,0,normal
445,250331,175055,49,icmp,ssh,REJ,0,normal
735,3449833,781735,8,tcp,ssh,RSTO,1,dos
391,893107,176906,0,udp,http,S0,0,normal
742,648590,550166,3,icmp,smtp,REJ,0,normal
196,34929,543819,16,icmp,ftp,RSTO,0,normal
46,594209,953798,41,tcp,ftp,REJ,0,normal
806,178647,633348,43,icmp,ssh,RSTO,0,normal
461,535309,495132,14,udp,smtp,SF,0,normal
583,362882,769208,9,udp,http,REJ,0,normal
691,76341,587208,43,icmp,ssh,REJ,0,normal
407,321877,501858,27,tcp,http,RSTO,0,normal
607,728925,227972,43,tcp,http,RSTO,0,normal
745,593843,454049,19,udp,ftp,RSTO,0,normal
751,8920321,545975,43,udp,http,REJ,1,dos
225,999940,389713,3,udp,ssh,REJ,0,normal
469,144890,642096,48,udp,http,RSTO,0,normal
357,267985,180864,38,icmp,ftp,RSTO,0,normal
788,416908,512088,27,tcp,http,RSTO,0,normal
720,23004,390833,45,tcp,http,RSTO,0,normal
376,812433,533676,41,icmp,ssh,SF,0,normal
807,344363,181677,3,udp,ssh,S0,0,normal
501,10489,792760,47,icmp,http,SF,0,normal
505,59318,380468,49,udp,ssh,RSTO,0,normal
187,752560,29212,17,udp,http,RSTO,0,normal
881,6146599,815377,22,udp,http,RSTO,1,r2l
981,650820,342055,33,icmp,smtp,REJ,0,normal
202,7808721,311559,48,udp,smtp,RSTO,1,r2l
446,7356837,343363,42,icmp,ssh,S0,1,r2l
124,346905,228423,31,tcp,http,REJ,0,normal
837,693106,182615,39,udp,ssh,RSTO,0,normal
754,883846,650793,23,tcp,ssh,RSTO,0,normal
321,283999,697937,30,tcp,http,REJ,0,normal
146,903914,253139,24,udp,http,RSTO,0,normal
531,749725,315986,21,udp,http,RSTO,0,normal
330,8210775,902821,16,icmp,smtp,REJ,1,r2l
281,281195,312071,16,icmp,http,REJ,0,normal
207,543980,165716,0,tcp,ftp,SF,0,normal
657,496736,685954,12,tcp,smtp,RSTO,0,normal
125,267170,716137,5,udp,ftp,S0,0,normal
533,579,664676,23,tcp,ssh,RSTO,0,normal
563,179078,561852,28,tcp,http,REJ,0,normal
649,486752,865376,44,udp,smtp,SF,0,normal
378,6210654,996705,26,tcp,ftp,S0,1,probe
793,224977,808698,22,tcp,ftp,RSTO,0,normal
135,267988,751040,40,tcp,smtp,REJ,0,normal
926,758503,469499,7,udp,http,REJ,0,normal
967,5556431,259366,11,tcp,smtp,RSTO,1,probe
639,315502,761084,42,icmp,ftp,RSTO,0,normal
871,5284213,461213,34,udp,ssh,SF,1,probe
891,3709227,610790,9,udp,http,SF,1,probe
419,321311,366261,16,tcp,ftp,SF,0,normal
246,49655,837731,20,icmp,smtp,RSTO,0,normal
607,97294,197490,8,tcp,ssh,S0,0,normal
183,198536,361146,47,tcp,ftp,SF,0,normal
801,4753,769913,1,icmp,http,REJ,0,normal
116,7346332,828409,40,icmp,http,REJ,1,probe
644,333202,430713,9,tcp,ssh,SF,0,normal
857,789730,711968,45,tcp,ssh,RSTO,0,normal
205,590845,341960,24,udp,ssh,REJ,0,normal
314,743058,494561,5,udp,http,REJ,0,normal
128,64655,191902,6,tcp,ssh,REJ,0,normal
490,588053,927165,4,udp,http,RSTO,0,normal
828,865624,837359,36,udp,smtp,RSTO,0,normal
243,252413,887004,39,tcp,ssh,S0,0,normal
733,2893161,265933,49,icmp,ssh,SF,1,dos
795,356216,33050,0,icmp,ftp,REJ,0,normal
929,545654,739089,0,udp,ssh,SF,0,normal
933,558133,613480,25,icmp,ssh,REJ,0,normal
768,819516,120431,19,udp,ssh,S0,0,normal
